0 201 clueweb12-0906wb-09-33744 1:24.439816 2:-2.716231382400983 7:2 8:22.055388699999998 9:7 10:1409 3:-1 4:-1 5:-1 6:-1
1 201 clueweb12-0400tw-34-18992 3:23.131538 4:-7.724173453710913 7:2 8:22.055388699999998 9:7 10:963 1:-1 2:-1 5:-1 6:-1
0 201 clueweb12-0006wb-96-02778 3:22.972988 4:-7.333979584722293 7:2 8:22.055388699999998 9:5 10:317 1:-1 2:-1 5:-1 6:-1
1 201 clueweb12-0901tw-08-02360 3:22.942781 4:-7.4259271750531415 7:2 8:22.055388699999998 9:14 10:754 1:-1 2:-1 5:-1 6:-1
1 201 clueweb12-0810wb-64-06846 3:22.923393 4:-7.898693966629345 7:2 8:22.055388699999998 9:11 10:654 1:-1 2:-1 5:-1 6:-1
1 201 clueweb12-1500tw-98-04929 3:22.922112 4:-6.4524501876829525 7:2 8:22.055388699999998 9:7 10:136 1:-1 2:-1 5:-1 6:-1
1 201 clueweb12-0401tw-16-02547 3:22.915844 4:-7.7515218229194005 7:2 8:22.055388699999998 9:12 10:868 1:-1 2:-1 5:-1 6:-1
0 201 clueweb12-1500tw-87-15657 3:22.890173 4:-7.998152169194119 7:2 8:22.055388699999998 9:14 10:977 1:-1 2:-1 5:-1 6:-1
0 201 clueweb12-0916wb-00-04079 3:22.877598 4:-7.395738244414638 7:2 8:22.055388699999998 9:8 10:381 1:-1 2:-1 5:-1 6:-1
1 201 clueweb12-1102wb-91-12621 3:22.864838 4:-7.871842267707692 7:2 8:22.055388699999998 9:3 10:1129 1:-1 2:-1 5:-1 6:-1
0 201 clueweb12-1910wb-84-16059 3:22.791462 4:-6.715824437897361 7:2 8:22.055388699999998 9:6 10:181 1:-1 2:-1 5:-1 6:-1
0 201 clueweb12-1211wb-15-11029 3:22.784414 4:-7.355315439453099 7:2 8:22.055388699999998 9:14 10:356 1:-1 2:-1 5:-1 6:-1
0 201 clueweb12-0401tw-03-21671 3:22.767248 4:-8.031551910754136 7:2 8:22.055388699999998 9:8 10:649 1:-1 2:-1 5:-1 6:-1
0 201 clueweb12-1310wb-69-24280 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-1005wb-63-08519 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-1702wb-18-09039 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-0310wb-52-04635 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-1806wb-42-18284 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-1111wb-46-14128 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-0817wb-49-23522 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 201 clueweb12-1811wb-20-21538 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-1616wb-00-15179 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-1700tw-08-19040 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-1110wb-89-14772 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-1610wb-10-12007 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-1409wb-32-23412 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-1803wb-95-06207 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-1107wb-20-09605 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 201 clueweb12-0311wb-58-22523 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-1516wb-60-18041 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-1808wb-50-27750 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 201 clueweb12-1806wb-60-12273 6:-1.5970153924355432 7:2 8:22.055388699999998 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 202 clueweb12-1705wb-22-13047 1:35.785393 2:-3.6119055742174586 7:3 8:25.907796299999994 9:3 10:259 3:-1 4:-1 5:-1 6:-1
1 202 clueweb12-1116wb-12-30914 1:35.785393 2:-4.474947512006905 3:37.351463 4:-13.019467084872186 7:3 8:25.907796299999994 9:4 10:459 5:-1 6:-1
1 202 clueweb12-0002wb-14-02885 1:33.009037 2:-5.1443738863940816 5:29.53693 6:-3.6119184129778086 7:3 8:25.907796299999994 9:5 10:1348 3:-1 4:-1
1 202 clueweb12-1707wb-98-07904 1:33.009037 2:-5.1443738863940816 3:39.117085 4:-11.95444787857257 7:3 8:25.907796299999994 9:5 10:242 5:-1 6:-1
1 202 clueweb12-0305wb-35-13201 1:32.801437 2:-5.1443738863940816 7:3 8:25.907796299999994 9:5 10:173 3:-1 4:-1 5:-1 6:-1
1 202 clueweb12-1013wb-15-21838 1:29.314922 2:-5.691334277230935 7:3 8:25.907796299999994 9:6 10:553 3:-1 4:-1 5:-1 6:-1
1 202 clueweb12-1116wb-59-18964 1:29.080498 2:-6.153782037178143 3:32.957558 4:-14.971979772576866 7:3 8:25.907796299999994 9:7 10:303 5:-1 6:-1
0 202 clueweb12-0203wb-91-06006 1:27.170658 2:-15.41485055551901 7:3 8:25.907796299999994 9:2 10:352 3:-1 4:-1 5:-1 6:-1
1 202 clueweb12-1900tw-53-20555 1:24.489986 2:-6.907716762983057 3:38.04011 4:-13.323564660807353 7:3 8:25.907796299999994 9:9 10:1897 5:-1 6:-1
1 202 clueweb12-0610wb-53-03244 1:24.489986 2:-6.554371935527588 5:29.55138 6:-3.6119184129778086 7:3 8:25.907796299999994 9:8 10:612 3:-1 4:-1
1 202 clueweb12-1212wb-02-13082 1:24.489986 2:-6.907716762983057 3:36.292828 4:-12.31969362118077 7:3 8:25.907796299999994 9:9 10:164 5:-1 6:-1
1 202 clueweb12-0601wb-18-11856 1:24.475792 2:-6.554371935527588 3:40.680542 4:-10.021988167798405 7:3 8:25.907796299999994 9:8 10:186 5:-1 6:-1
1 202 clueweb12-0814wb-20-13703 1:24.475792 2:-7.223794030453298 3:32.919994 4:-15.292838671472197 5:29.563358 6:-3.6119184129778086 7:3 8:25.907796299999994 9:10 10:772
0 202 clueweb12-0106wb-28-19010 1:19.968287 2:-17.92036063732576 7:3 8:25.907796299999994 9:7 10:153 3:-1 4:-1 5:-1 6:-1
0 202 clueweb12-0106wb-56-21411 1:19.968287 2:-17.92036063732576 7:3 8:25.907796299999994 9:7 10:154 3:-1 4:-1 5:-1 6:-1
0 202 clueweb12-0107wb-69-26381 1:19.968287 2:-17.612062448689613 7:3 8:25.907796299999994 9:6 10:157 3:-1 4:-1 5:-1 6:-1
0 202 clueweb12-0109wb-55-16900 1:19.968287 2:-17.612062448689613 7:3 8:25.907796299999994 9:6 10:157 3:-1 4:-1 5:-1 6:-1
0 202 clueweb12-0109wb-37-32328 1:19.968287 2:-17.612062448689613 7:3 8:25.907796299999994 9:6 10:157 3:-1 4:-1 5:-1 6:-1
0 202 clueweb12-0109wb-45-24370 1:19.968287 2:-17.612062448689613 7:3 8:25.907796299999994 9:6 10:157 3:-1 4:-1 5:-1 6:-1
0 202 clueweb12-0504wb-58-23611 1:19.968287 2:-17.92036063732576 7:3 8:25.907796299999994 9:7 10:215 3:-1 4:-1 5:-1 6:-1
1 202 clueweb12-1217wb-38-28443 3:38.493862 4:-13.147341114929308 7:3 8:25.907796299999994 9:4 10:455 1:-1 2:-1 5:-1 6:-1
1 202 clueweb12-1002wb-12-01571 3:38.25712 4:-13.400236527661995 7:3 8:25.907796299999994 9:7 10:885 1:-1 2:-1 5:-1 6:-1
1 202 clueweb12-0900tw-39-13453 3:37.014473 4:-13.530994751200726 7:3 8:25.907796299999994 9:6 10:1093 1:-1 2:-1 5:-1 6:-1
0 202 clueweb12-0307wb-14-10525 3:36.71179 4:-11.98167349080905 7:3 8:25.907796299999994 9:5 10:128 1:-1 2:-1 5:-1 6:-1
1 202 clueweb12-0303wb-04-08428 3:36.465218 4:-12.220040239150856 7:3 8:25.907796299999994 9:10 10:220 1:-1 2:-1 5:-1 6:-1
0 202 clueweb12-1118wb-60-01284 3:35.27439 4:-15.135833320857603 7:3 8:25.907796299999994 9:4 10:1179 1:-1 2:-1 5:-1 6:-1
1 202 clueweb12-0500tw-06-07919 3:34.49924 4:-14.532000141051942 7:3 8:25.907796299999994 9:6 10:573 1:-1 2:-1 5:-1 6:-1
1 202 clueweb12-1216wb-41-05666 3:34.05783 4:-15.695669795522706 7:3 8:25.907796299999994 9:3 10:1017 1:-1 2:-1 5:-1 6:-1
1 202 clueweb12-1215wb-33-08369 3:33.734608 4:-15.007017389900604 7:3 8:25.907796299999994 9:12 10:730 1:-1 2:-1 5:-1 6:-1
1 202 clueweb12-1909wb-65-23698 3:32.930313 4:-15.766458792923324 7:3 8:25.907796299999994 9:17 10:652 1:-1 2:-1 5:-1 6:-1
1 202 clueweb12-1300wb-41-17656 3:32.195267 4:-16.050087252778 7:3 8:25.907796299999994 9:3 10:1012 1:-1 2:-1 5:-1 6:-1
0 202 clueweb12-0815wb-27-27558 3:31.854296 4:-15.108311653523561 7:3 8:25.907796299999994 9:8 10:277 1:-1 2:-1 5:-1 6:-1
1 202 clueweb12-0510wb-95-32597 3:31.677746 4:-15.902305134639512 7:3 8:25.907796299999994 9:11 10:1882 1:-1 2:-1 5:-1 6:-1
1 202 clueweb12-0602wb-40-19723 5:29.55138 6:-4.474964630333151 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 9:-1 10:-1
1 202 clueweb12-0502wb-85-19368 6:-3.6119184129778086 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 202 clueweb12-0602wb-40-19726 6:-4.474964630333151 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 202 clueweb12-0602wb-45-15704 6:-4.474964630333151 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 202 clueweb12-1118wb-60-01282 6:-3.6119184129778086 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 202 clueweb12-0602wb-37-16519 6:-4.474964630333151 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 202 clueweb12-1511wb-98-21370 6:-3.6119184129778086 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 202 clueweb12-0809wb-40-05725 6:-3.6119184129778086 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 202 clueweb12-0602wb-40-19725 6:-4.474964630333151 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 202 clueweb12-1412wb-25-05309 6:-3.6119184129778086 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 202 clueweb12-1118wb-26-26611 6:-3.6119184129778086 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 202 clueweb12-0205wb-88-32545 6:-3.6119184129778086 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 202 clueweb12-1118wb-26-26616 6:-3.6119184129778086 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 202 clueweb12-0602wb-40-19720 6:-3.6119184129778086 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 202 clueweb12-1514wb-76-23186 6:-3.6119184129778086 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 202 clueweb12-1000wb-85-18667 6:-3.6119184129778086 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 202 clueweb12-0203wb-70-20735 6:-3.6119184129778086 7:3 8:25.907796299999994 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-1503wb-37-03952 1:23.224766 2:-11.445568370686907 7:4 8:21.217947700000003 9:7 10:494 3:-1 4:-1 5:-1 6:-1
1 203 clueweb12-0202wb-27-03322 1:23.082985 2:-10.326370061860631 7:4 8:21.217947700000003 9:2 10:450 3:-1 4:-1 5:-1 6:-1
0 203 clueweb12-0501wb-93-24715 1:23.082985 2:-10.326370061860631 7:4 8:21.217947700000003 9:2 10:2556 3:-1 4:-1 5:-1 6:-1
0 203 clueweb12-0310wb-22-09840 1:23.026894 2:-10.326370061860631 7:4 8:21.217947700000003 9:2 10:276 3:-1 4:-1 5:-1 6:-1
1 203 clueweb12-0712wb-43-02163 1:21.34921 2:-5.69014907064021 7:4 8:21.217947700000003 9:6 10:2339 3:-1 4:-1 5:-1 6:-1
1 203 clueweb12-0500tw-26-08047 1:21.163645 2:-6.152399410661603 3:21.03968 4:-12.921338576589774 7:4 8:21.217947700000003 9:7 10:221 5:-1 6:-1
1 203 clueweb12-1205wb-29-13782 1:20.776117 2:-11.53860470568407 7:4 8:21.217947700000003 9:11 10:649 3:-1 4:-1 5:-1 6:-1
0 203 clueweb12-0803wb-21-07780 1:20.672016 2:-12.158884992583552 3:20.840816 4:-14.246511082934529 7:4 8:21.217947700000003 9:10 10:853 5:-1 6:-1
1 203 clueweb12-0103wb-91-09127 1:20.665028 2:-11.712620067157488 7:4 8:21.217947700000003 9:4 10:578 3:-1 4:-1 5:-1 6:-1
0 203 clueweb12-0003wb-66-00867 1:20.665028 2:-11.712620067157488 7:4 8:21.217947700000003 9:4 10:638 3:-1 4:-1 5:-1 6:-1
0 203 clueweb12-0406wb-39-10897 1:20.665028 2:-11.712620067157488 7:4 8:21.217947700000003 9:4 10:199 3:-1 4:-1 5:-1 6:-1
0 203 clueweb12-0305wb-49-06640 1:20.665028 2:-11.712620067157488 7:4 8:21.217947700000003 9:4 10:1022 3:-1 4:-1 5:-1 6:-1
0 203 clueweb12-0708wb-37-02465 1:20.665028 2:-11.712620067157488 7:4 8:21.217947700000003 9:4 10:668 3:-1 4:-1 5:-1 6:-1
0 203 clueweb12-1101wb-02-00382 1:20.665028 2:-11.712620067157488 7:4 8:21.217947700000003 9:4 10:623 3:-1 4:-1 5:-1 6:-1
0 203 clueweb12-0715wb-16-01230 1:20.665028 2:-11.712620067157488 7:4 8:21.217947700000003 9:4 10:812 3:-1 4:-1 5:-1 6:-1
0 203 clueweb12-1102wb-50-27864 1:20.665028 2:-11.712620067157488 7:4 8:21.217947700000003 9:4 10:447 3:-1 4:-1 5:-1 6:-1
0 203 clueweb12-1002wb-85-05660 1:20.665028 2:-11.712620067157488 7:4 8:21.217947700000003 9:4 10:268 3:-1 4:-1 5:-1 6:-1
0 203 clueweb12-1413wb-00-06488 1:20.665028 2:-11.712620067157488 7:4 8:21.217947700000003 9:4 10:283 3:-1 4:-1 5:-1 6:-1
0 203 clueweb12-1515wb-83-17843 1:20.665028 2:-11.712620067157488 7:4 8:21.217947700000003 9:4 10:691 3:-1 4:-1 5:-1 6:-1
1 203 clueweb12-0807wb-64-18762 1:20.665028 2:-11.137278099929048 7:4 8:21.217947700000003 9:3 10:1824 3:-1 4:-1 5:-1 6:-1
1 203 clueweb12-0002wb-56-15117 3:22.89817 4:-10.97712284910169 7:4 8:21.217947700000003 9:7 10:268 1:-1 2:-1 5:-1 6:-1
1 203 clueweb12-1400tw-55-13237 3:22.554646 4:-13.60632199286977 7:4 8:21.217947700000003 9:12 10:1284 1:-1 2:-1 5:-1 6:-1
1 203 clueweb12-1800tw-54-04940 3:22.159939 4:-12.87429788443077 7:4 8:21.217947700000003 9:8 10:579 1:-1 2:-1 5:-1 6:-1
1 203 clueweb12-1200tw-36-07532 3:21.907675 4:-13.376443275253743 7:4 8:21.217947700000003 9:8 10:963 1:-1 2:-1 5:-1 6:-1
0 203 clueweb12-1808wb-26-16413 3:21.446518 4:-10.493848171713973 7:4 8:21.217947700000003 9:2 10:75 1:-1 2:-1 5:-1 6:-1
0 203 clueweb12-1700tw-41-12266 3:21.237934 4:-14.186842738100609 7:4 8:21.217947700000003 9:9 10:797 1:-1 2:-1 5:-1 6:-1
1 203 clueweb12-0103wb-27-32640 3:21.173538 4:-14.547996259992999 7:4 8:21.217947700000003 9:10 10:638 1:-1 2:-1 5:-1 6:-1
0 203 clueweb12-1501wb-94-11940 3:20.807783 4:-12.844627212489815 7:4 8:21.217947700000003 9:5 10:136 1:-1 2:-1 5:-1 6:-1
1 203 clueweb12-1217wb-85-07116 3:20.63203 4:-14.61187141285179 7:4 8:21.217947700000003 9:2 10:377 1:-1 2:-1 5:-1 6:-1
0 203 clueweb12-0301tw-23-04341 3:20.622955 4:-13.46262208207334 7:4 8:21.217947700000003 9:6 10:303 1:-1 2:-1 5:-1 6:-1
1 203 clueweb12-1100tw-30-02547 3:20.52345 4:-14.069620446827859 7:4 8:21.217947700000003 9:8 10:522 1:-1 2:-1 5:-1 6:-1
0 203 clueweb12-1800tw-36-13939 3:20.50976 4:-15.023194342755053 7:4 8:21.217947700000003 9:16 10:622 1:-1 2:-1 5:-1 6:-1
0 203 clueweb12-0702wb-13-23198 3:20.496174 4:-15.765731072652104 7:4 8:21.217947700000003 9:7 10:1006 1:-1 2:-1 5:-1 6:-1
0 203 clueweb12-0905wb-52-13797 3:20.454094 4:-15.104665841674034 7:4 8:21.217947700000003 9:2 10:256 1:-1 2:-1 5:-1 6:-1
1 203 clueweb12-1616wb-49-07379 3:20.453373 4:-15.69458690511311 7:4 8:21.217947700000003 9:3 10:627 1:-1 2:-1 5:-1 6:-1
1 203 clueweb12-0002wb-33-15556 3:20.408983 4:-14.234467785059806 7:4 8:21.217947700000003 9:11 10:432 1:-1 2:-1 5:-1 6:-1
1 203 clueweb12-0002wb-20-08962 3:20.408377 4:-14.234467785059806 7:4 8:21.217947700000003 9:11 10:432 1:-1 2:-1 5:-1 6:-1
1 203 clueweb12-0400wb-84-11912 3:20.394562 4:-15.807081652661852 7:4 8:21.217947700000003 9:8 10:1134 1:-1 2:-1 5:-1 6:-1
1 203 clueweb12-0409wb-56-33067 6:-3.6119184129778086 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 203 clueweb12-0700tw-72-11865 6:-3.6119184129778086 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-0000wb-02-27683 6:-4.474964630333151 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 203 clueweb12-0008wb-76-24523 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 203 clueweb12-1309wb-10-22876 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-1901wb-00-09688 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-1410wb-90-04136 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-1209wb-04-05739 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-1500wb-54-05583 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-1505wb-24-17088 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
1 203 clueweb12-0500wb-47-17608 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-0111wb-62-17094 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-0702wb-49-33988 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-1013wb-11-02205 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-0914wb-46-11906 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-1901wb-09-09846 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-0010wb-41-11527 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-1800wb-54-04784 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-0102wb-12-23409 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 203 clueweb12-0400wb-04-26090 6:-1.5970153924355432 7:4 8:21.217947700000003 1:-1 2:-1 3:-1 4:-1 5:-1 9:-1 10:-1
0 204 clueweb12-1308wb-66-17902 1:19.050575 2:-2.310620772190499 7:3 8:16.705280050000002 9:7 10:740 3:-1 4:-1 5:-1 6:-1
1 204 clueweb12-0900tw-81-15437 1:18.933119 2:-2.310620772190499 7:3 8:16.705280050000002 9:7 10:407 3:-1 4:-1 5:-1 6:-1
0 204 clueweb12-1308wb-72-09405 1:18.90862 2:-2.310620772190499 7:3 8:16.705280050000002 9:7 10:202 3:-1 4:-1 5:-1 6:-1
0 204 clueweb12-1607wb-98-27514 1:17.608044 2:-1.5968959728039311 7:3 8:16.705280050000002 9:2 10:618 3:-1 4:-1 5:-1 6:-1
